ئا: ئا
پىرىنسىپىدا: پىرىنسىپ,ى,دا
پىرىنسىپىغا: پىرىنسىپ,ى,غا
پىرىنسىپىنى: پىرىنسىپ,ى,نى
پىرىيوم: پىرىيوم
پىرېۋوت: پىرېۋوت
پىرەنىڭ: پىرە,نىڭ
پىسخىكىلىق: پىسخىكىلىق
پىسەنت: پىسەنت
پىشسا: پىشسا
پىششىقلاپ: پىششىقلا,پ
پىششىق: پىششىق
پىششىقلاش: پىششىقلا,ش
پىششىقلاشتىن: پىششىقلا,ش,تىن
پىششىقلانغان: پىششىقلان,غان
پىششىقلايمىز: پىششىقلا,ي,مىز
پىششىقلاپ: پىششىقلا,پ
پىششىقلىما: پىششىقلىما
پىشقان: پىشقان
پىشقەدەملەر: پىشقەدەم,لەر
پىشىقلانغان: پىشىقلانغان
پىشىپ: پىش,ىپ
پىشۇرۇق: پىشۇرۇق
پىكاپ: پىكاپ
پىكاپتىن: پىكاپ,تىن
پىكاپلار: پىكاپ,لار
پىكرى: پىكر,ى
پىكرىدە: پىكر,ى,دە
پىكرىنى: پىكر,ى,نى
پىكرىنىڭ: پىكر,ى,نىڭ
پىكرىگە: پىكر,ى,گە
پىكىر: پىكىر
پىكىردە: پىكىر,دە
پىكىرلىرى: پىكىر,لىر,ى
پىكىرلىرىنى: پىكىر,لىر,ى,نى
پىكىرلىرىنىڭ: پىكىر,لىر,ى,نىڭ
پىكىرلىشىدۇ: پىكىرلىش,ىدۇ
پىكىرلىشىش: پىكىرلىش,ىش
پىكىرلىشىپ: پىكىرلىش,ىپ
پىكىرلەر: پىكىر,لەر
پىكىرلەرنى: پىكىر,لەر,نى
پىكىرلەرنىڭ: پىكىر,لەر,نىڭ
پىكىرلەرگە: پىكىر,لەر,گە
پىكىرلەشتى: پىكىرلەش,تى
پىكىرنى: پىكىر,نى
پىكىرنىڭ: پىكىر,نىڭ
پىكىرىنى: پىكىر,ى,نى
پىكىرگە: پىكىر,گە
پىل: پىل
پىلازمىسى: پىلازمى,سى
پىلال: پىلال
پىلان: پىلان
پىلاندا: پىلان,دا
پىلاندىكى: پىلان,دىكى
پىلانغا: پىلان,غا
پىلانلارنى: پىلان,لار,نى
پىلانلاش: پىلانلا,ش
پىلانلاشتا: پىلانلا,ش,تا
پىلانلاشتىكى: پىلانلا,ش,تىكى
پىلانلاشنى: پىلانلا,ش,نى
پىلانلانغان: پىلانلان,غان
پىلانلاپ: پىلانلا,پ
پىلانلاپتۇ: پىلانلا,پ,تۇ
پىلانلاۋاتقان: پىلانلاۋات,قان
پىلانلاۋېتىپتۇ: پىلانلاۋېت,ىپ,تۇ
پىلانلىدى: پىلانلى,دى
پىلانلىدۇق: پىلانلى,دۇق
پىلانلىرىنى: پىلان,لىر,ى,نى
پىلانلىشى: پىلانلى,ش,ى
پىلانلىشىمىز: پىلانلى,ش,ىمىز
پىلانلىغان: پىلانلى,غان
پىلانلىغانىدىم: پىلانلى,غان,ىدىم
پىلانلىغۇچى: پىلانلىغۇچى
پىلانلىغۇچىسى: پىلانلىغۇچى,سى
پىلانلىق: پىلانلىق
پىلانلىنىپ: پىلانلىن,ىپ
پىلانلاۋاتقان: پىلانلاۋات,قان
پىلاننى: پىلان,نى
پىلاننىڭ: پىلان,نىڭ
پىلانى: پىلان,ى
پىلانىدىكى: پىلان,ى,دىكى
پىلانىدىن: پىلان,ى,دىن
پىلانىغا: پىلان,ى,غا
پىلانىنى: پىلان,ى,نى
پىلانىنىڭ: پىلان,ى,نىڭ
پىلتىسى: پىلتى,سى
پىللارنى: پىل,لار,نى
پىللاي: پىللاي
پىلچاقمۇ: پىلچاق,مۇ
پىلۇتونىي: پىلۇتونىي
پىنسىيە: پىنسىيە
پىنيىنىنى: پىنيىن,ى,نى
پىنيەن: پىنيەن
پىنېرا: پىنېرا
پىيادىلەر: پىيادى,لەر
پىيادە: پىيادە
پىيوڭياڭ: پىيوڭياڭ
پىچاق: پىچاق
پىچان: پىچان
پىڭ: پىڭ
پىڭجۈي: پىڭجۈي
پىڭدىڭشەنگىچە: پىڭدىڭشەن,گىچە
پىڭسو: پىڭسو
پىڭشى: پىڭشى
پيوڭياڭ: پيوڭياڭ
پيۇڭياڭ: پيۇڭياڭ
پيۇڭياڭغا: پيۇڭياڭ,غا
پۇ: پۇ
پۇت: پۇت
پۇتبول: پۇتبول
پۇتلىرىنى: پۇت,لىر,ى,نى
پۇتى: پۇتى
پۇتىن: پۇتىن
پۇختا: پۇختا
پۇختىلاش: پۇختىلا,ش
پۇختىلاپ: پۇختىلا,پ
پۇختىلىشىمىز: پۇختىلى,ش,ىمىز
پۇراققا: پۇراق,قا
پۇراقنى: پۇراق,نى
پۇرسىتى: پۇرسىت,ى
پۇرسىتىدىن: پۇرسىتى,دىن
پۇرسىتىنى: پۇرسىتى,نى
پۇرسىتىگە: پۇرسىتى,گە
پۇرسەت: پۇرسەت
پۇرسەتتىن: پۇرسەت,تىن
پۇرسەتتە: پۇرسەت,تە
پۇرسەتكە: پۇرسەت,كە
پۇرسەتلەرنى: پۇرسەت,لەر,نى
پۇرسەتنى: پۇرسەت,نى
پۇرىقى: پۇرىق,ى
پۇرۇچ: پۇرۇچ
پۇرۇچلىرىنى: پۇرۇچ,لىر,ى,نى
پۇشايمان: پۇشايمان
پۇشايمانلىرى: پۇشايمان,لىر,ى
پۇقرا: پۇقرا
پۇقراسى: پۇقرا,سى
پۇقراسىنى: پۇقرا,سى,نى
پۇقرالار: پۇقرا,لار
پۇقرالارغا: پۇقرا,لار,غا
پۇقرالارنى: پۇقرا,لار,نى
پۇقرالارنىڭ: پۇقرا,لار,نىڭ
پۇقرالىرى: پۇقرا,لىر,ى
پۇقرالىرىدۇر: پۇقرا,لىر,ىدۇر
پۇقرالىرىغا: پۇقرا,لىر,ىغا
پۇقرالىرىغىلا: پۇقرا,لىر,ىغىلا
پۇقرالىرىنى: پۇقرا,لىر,ى,نى
پۇقرالىرىنىڭ: پۇقرا,لىر,ى,نىڭ
پۇقرالىق: پۇقرالىق
پۇقرانىڭ: پۇقرا,نىڭ
پۇقراۋى: پۇقراۋى
پۇقرلار: پۇقر,لار
پۇل: پۇل
پۇلاڭلىتىپ: پۇلاڭلىت,ىپ
پۇلدىن: پۇل,دىن
پۇلغا: پۇل,غا
پۇللارنىڭ: پۇل,لار,نىڭ
پۇللىرى: پۇل,لىر,ى
پۇلنى: پۇل,نى
پۇلنىڭ: پۇل,نىڭ
پۇلى: پۇلى
پۇلىتزېر: پۇلىتزېر
پۇلىدىن: پۇل,ى,دىن
پۇلىغا: پۇل,ى,غا
پۇلىنى: پۇل,ى,نى
پۇلىنىڭ: پۇل,ى,نىڭ
پۇنتا: پۇنتا
پۇنتانىڭ: پۇنتا,نىڭ
پۇچېڭ: پۇچېڭ
پۇچېڭدا: پۇچېڭ,دا
پۇچېڭغا: پۇچېڭ,غا
پۇڭ: پۇڭ
پۇڭنى: پۇڭ,نى
پۈتتى: پۈت,تى
پۈتسە: پۈت,سە
پۈتكۈزدى: پۈتكۈز,دى
پۈتكۈزىدىغان: پۈتكۈز,ىدىغان
پۈتكۈزگەن: پۈتكۈز,گەن
پۈتكۈزگەنلەر: پۈتكۈز,گەن,لەر
پۈتكۈزگەنلەرنى: پۈتكۈز,گەن,لەر,نى
پۈتكۈزگەنلەرنىڭ: پۈتكۈز,گەن,لەر,نىڭ
پۈتكۈزۈش: پۈتكۈز,ۈش
پۈتكۈزۈشنى: پۈتكۈز,ۈش,نى
پۈتكۈزۈپ: پۈتكۈز,ۈپ
پۈتكۈل: پۈتكۈل
پۈتكەن: پۈتكەن
پۈتكەندىن: پۈتكەن,دىن
پۈتمەس: پۈتمە,س
پۈتىدىكەن: پۈت,ىدى,كەن
پۈتۈش: پۈت,ۈش
پۈتۈشۈش: پۈتۈش,ۈش
پۈتۈشۈشنى: پۈتۈش,ۈش,نى
پۈتۈلگەچكە: پۈتۈل,گەچكە
پۈتۈن: پۈتۈن
پۈتۈنلۈكىنى: پۈتۈنلۈك,ى,نى
پۈتۈنلەي: پۈتۈنلەي
پۈتۈپ: پۈت,ۈپ
پۈتۈپتۇ: پۈت,ۈپ,تۇ
پۈركەنگەن: پۈركەن,گەن
پۈكتۇق: پۈك,تۇق
پۈكۈپ: پۈك,ۈپ
پېتىنمايدىغان: پېتىن,ما,يدىغان
پېتىپ: پېت,ىپ
پېداگوگىكا: پېداگوگىكا
پېروفېسسورلارنىڭ: پېروفېسسور,لار,نىڭ
پېرۇ: پېرۇ
پېسو: پېسو
پېشانەمگە: پېشانە,م,گە
پېشقەدەم: پېشقەدەم
پېشقەدەملەر: پېشقەدەم,لەر
پېشىنى: پېش,ى,نى
پېشۋا: پېشۋا
پېشۋاسىنىڭ: پېشۋا,سى,نىڭ
پېشۋالىرىنى: پېشۋا,لىر,ى,نى
پېشۋالىرىنىڭ: پېشۋا,لىر,ى,نىڭ
پېشۋانىڭ: پېشۋا,نىڭ
پېنسىيونېرى: پېنسىيونېرى
پېنسىيۇنېرلارنىڭ: پېنسىيۇنېر,لار,نىڭ
پېنسىيە: پېنسىيە
پېنسىيەگە: پېنسىيە,گە
پېي: پېي
پېيجۈن: پېيجۈن
پېيخۇا: پېيخۇا
پېيى: پېي,ى
پېيىنى: پېي,ى,نى
پېيىنىڭ: پېي,ى,نىڭ
پېچتىن: پېچ,تىن
پېچنى: پېچ,نى
پېچىنە: پېچىنە
پېچەتلىدى: پېچەتلى,دى
پېچەتلەپ: پېچەتلە,پ
پېڭ: پېڭ
پېڭنىڭ: پېڭ,نىڭ
پەخرىي: پەخرىي
پەخىرلىنىش: پەخىرلىن,ىش
پەخىرلىنىشكە: پەخىرلىن,ىش,كە
پەردىسىدىن: پەردى,سى,دىن
پەردە: پەردە
پەرزەنت: پەرزەنت
پەرزەنتلىرى: پەرزەنت,لىر,ى
پەرزەنتلىرىنىڭ: پەرزەنت,لىر,ى,نىڭ
پەرزەنتلىرىگە: پەرزەنت,لىر,ى,گە
پەرزەنتلىك: پەرزەنتلىك
پەرزەنتلەرگە: پەرزەنت,لەر,گە
پەرزەنتىڭىزنىڭ: پەرزەنت,ىڭىز,نىڭ
پەرق: پەرق
پەرققە: پەرق,قە
پەرقلىق: پەرقلىق
پەرقلىنىدۇ: پەرقلىن,ىدۇ
پەرقلەرنى: پەرق,لەر,نى
پەرقلەندۈرۈش: پەرقلەندۈر,ۈش
پەرقلەندۈرۈپ: پەرقلەندۈر,ۈپ
پەرقنى: پەرق,نى
پەرقى: پەرق,ى
پەرمانى: پەرمان,ى
پەرمانىغا: پەرمان,ىغا
پەرمانىنى: پەرمان,ى,نى
پەرى: پەرى
پەرىدە: پەرىدە
پەرۋاز: پەرۋاز
پەرۋاسىز: پەرۋا,سىز
پەرۋىش: پەرۋىش
پەرۋىشى: پەرۋىش,ى
پەزىلىتىگە: پەزىلىت,ى,گە
پەزىلەتلىك: پەزىلەتلىك
پەس: پەس
پەستە: پەس,تە
پەسكويغا: پەسكويغا
پەسلى: پەسلى
پەسلىدىكى: پەسلى,دىكى
پەسلىدە: پەسلى,دە
پەسلىگە: پەسلى,گە
پەسىلدىكى: پەسىل,دىكى
پەسىلدە: پەسىل,دە
پەسىللىك: پەسىللىك
پەسىلنىڭ: پەسىل,نىڭ
پەسىلىدە: پەسىل,ىدە
پەسىيىپ: پەسىي,ىپ
پەسەيتكەن: پەسەيت,كەن
پەسەيتىش: پەسەيت,ىش
پەسەيتىشىنى: پەسەيت,ىش,ى,نى
پەسەيتىپ: پەسەيت,ىپ
پەقەت: پەقەت
پەلتو: پەلتو
پەلتۇ: پەلتۇ
پەلتۇنىڭ: پەلتۇ,نىڭ
پەلسەپە: پەلسەپە
پەللىدە: پەللى,دە
پەللىسىدىلا: پەللى,سى,دىلا
پەللىسىگە: پەللى,سى,گە
پەللىگە: پەللى,گە
پەللە: پەللە
پەلەستىن: پەلەستىن
پەلەستىنلىكلەر: پەلەستىنلىك,لەر
پەلەستىنلىكنى: پەلەستىنلىك,نى
پەلەستىننى: پەلەستىن,نى
پەلەستىننىڭ: پەلەستىن,نىڭ
پەن: پەن
پەنجىم: پەنجىم
پەنلىرى: پەن,لىر,ى
پەنلەر: پەن,لەر
پەنلەرنى: پەن,لەر,نى
پەنلەرنىڭ: پەن,لەر,نىڭ
پەننى: پەن,نى
پەنگە: پەن,گە
پەيت: پەيت
پەيتتە: پەيت,تە
پەيتكە: پەيت,كە
پەيتنى: پەيت,نى
پەيدا: پەيدا
پەيدىنپەي: پەيدىنپەي
پەيزاۋات: پەيزاۋات
پەيكۈن: پەيكۈن
پەۋقۇلئاددە: پەۋقۇلئاددە
چاتاق: چاتاق
چاتقىلى: چات,قىلى
چاتقۇچتىن: چاتقۇچ,تىن
چارباغ: چارباغ
چارشەنبە: چارشەنبە
چارلاش: چارلا,ش
چارلاشقا: چارلا,ش,قا
چارلاشنى: چارلا,ش,نى
چارلاپ: چارلا,پ
چارىدە: چارى,دە
چارىسى: چارى,سى
چارىسىنى: چارى,سى,نى
چارىسىنىڭ: چارى,سى,نىڭ
چارىلاش: چارىلا,ش
چارىلىرى: چارى,لىر,ى
چارىلىرىنى: چارى,لىر,ى,نى
چارىلەر: چارى,لەر
چارىلەرنى: چارى,لەر,نى
چارىگە: چارى,گە
چارچاپ: چارچا,پ
چارۋا: چارۋا
چارۋىلارنىڭ: چارۋى,لار,نىڭ
چارۋىچى: چارۋىچى
چارۋىچىلار: چارۋىچى,لار
چارۋىچىلاردىن: چارۋىچى,لار,دىن
چارۋىچىلارغا: چارۋىچى,لار,غا
چارۋىچىلارنى: چارۋىچى,لار,نى
چارۋىچىلارنىڭ: چارۋىچى,لار,نىڭ
چارۋىچىلىرىمىزنى: چارۋىچى,لىر,ىمىز,نى
چارۋىچىلىرىنى: چارۋىچى,لىر,ى,نى
چارۋىچىلىق: چارۋىچىلىق
چارۋىچىلىقتىكى: چارۋىچىلىق,تىكى
چارۋىچىلىققا: چارۋىچىلىق,قا
چارۋىچىلىقنى: چارۋىچىلىق,نى
چارۋىچىلىقىنى: چارۋىچىلىق,ى,نى
چارۋىچىلىقىنىڭ: چارۋىچىلىق,ى,نىڭ
چارۋىچىنىڭ: چارۋىچى,نىڭ
چارە: چارە
چاستوتا: چاستوتا
چاغان: چاغان
چاغانتوقاي: چاغانتوقاي
چاغاندا: چاغان,دا
چاغاندىن: چاغان,دىن
چاغانغول: چاغانغول
چاغانغىمۇ: چاغان,غى,مۇ
چاغانغىچە: چاغان,غىچە
چاغانلىق: چاغانلىق
چاغاننى: چاغان,نى
چاغاننىڭ: چاغان,نىڭ
چاغدا: چاغ,دا
چاغدىكى: چاغ,دىكى
چاغلىرىنى: چاغ,لىر,ى,نى
چاغنىڭ: چاغ,نىڭ
چاغىنى: چاغىن,ى
چاغىنىدا: چاغىنى,دا
چاغىنىدىن: چاغىنى,دىن
چاغىنىلىق: چاغىنىلىق
چاقناپ: چاقناپ
چاقىرتىپ: چاقىرت,ىپ
چاقىردى: چاقىر,دى
چاقىرغان: چاقىر,غان
چاقىرغاندا: چاقىر,غان,دا
چاقىرماي: چاقىر,ما,ي
چاقىرىش: چاقىر,ىش
چاقىرىشتەك: چاقىر,ىش,تەك
چاقىرىشنى: چاقىر,ىش,نى
چاقىرىق: چاقىرىق
چاقىرىقنامە: چاقىرىق,نامە
چاقىرىقى: چاقىرىق,ى
چاقىرىپ: چاقىر,ىپ
چاقىسىز: چاقىسىز
چاقىسىزلارغا: چاقىسىز,لار,غا
چاقىلىق: چاقىلىق
چاقچاق: چاقچاق
چاقچاقتىكى: چاقچاق,تىكى
چاقچاقلىرى: چاقچاق,لىر,ى
چاكىرى: چاكىر,ى
چاكىنىلىق: چاكىنىلىق
چالا: چالا
چالغۇ: چالغۇ
چالۋاش: چالۋاش
چامىغا: چامىغا
چاي: چاي
چايدا: چاي,دا
چايدىن: چاي,دىن
چايغا: چاي,غا
چايكوۋسكى: چايكوۋسكى
چايكوۋسكىنى: چايكوۋسكى,نى
چايكوۋسكىنىڭ: چايكوۋسكى,نىڭ
چايلىرى: چاي,لىر,ى
چاينىڭ: چاي,نىڭ
چاپان: چاپان
چاپقۇن: چاپقۇن
چاپقۇنلۇق: چاپقۇنلۇق
چاپقۇننى: چاپقۇن,نى
چاپقۇننىڭ: چاپقۇن,نىڭ
چاپلاش: چاپلا,ش
چاپلانغان: چاپلان,غان
چاپلايدۇ: چاپلا,ي,دۇ
چاپلاپ: چاپلا,پ
چاپلىغاندىن: چاپلى,غان,دىن
چاپلىنىپ: چاپلىن,ىپ
چاپچال: چاپچال
چاچ: چاچ
چاچتى: چاچ,تى
چاچقانلىق: چاچ,قان,لىق
چاڭ: چاڭ
چاڭجى: چاڭجى
چاڭجياڭ: چاڭجياڭ
چاڭجيې: چاڭجيې
چاڭجۈن: چاڭجۈن
چاڭخۇا: چاڭخۇا
چاڭخېتاۋ: چاڭخېتاۋ
چاڭرۇڭ: چاڭرۇڭ
چاڭشا: چاڭشا
چاڭشادىكى: چاڭشا,دىكى
چاڭشادىن: چاڭشا,دىن
چاڭشى: چاڭشى
چاڭشىڭ: چاڭشىڭ
چاڭشەنزى: چاڭشەنزى
چاڭلې: چاڭلې
چاڭيۈەن: چاڭيۈەن
چاڭپىڭ: چاڭپىڭ
چاڭپۇتاڭ: چاڭپۇتاڭ
چاڭچىلىسى: چاڭچىلى,سى
چاڭچىلە: چاڭچىلە
چاڭچۈن: چاڭچۈن
چاڭچۈننىڭ: چاڭچۈن,نىڭ
چاڭگوۋ: چاڭگوۋ
چاۋ: چاۋ
چاۋتيەن: چاۋتيەن
چاۋشيەن: چاۋشيەن
چاۋشيەندىكى: چاۋشيەن,دىكى
چاۋشيەندە: چاۋشيەن,دە
چاۋشيەننى: چاۋشيەن,نى
چاۋشيەننىڭ: چاۋشيەن,نىڭ
چاۋشيەنچە: چاۋشيەن,چە
چاۋشيەنگە: چاۋشيەن,گە
چاۋفېي: چاۋفېي
چو: چو
چوت: چوت
چوتنى: چوت,نى
چوتى: چوت,ى
چوتىنى: چوت,ى,نى
چوتىنىڭ: چوت,ى,نىڭ
چورما: چورما
چوغ: چوغ
چوقۇم: چوقۇم
چولاق: چولاق
چولپانلىرى: چولپان,لىر,ى
چولپىنى: چولپى,نى
چوڭ: چوڭ
چوڭايتىلغان: چوڭايتىل,غان
چوڭراق: چوڭ,راق
چوڭقۇر: چوڭقۇر
چوڭقۇرلاشتۇردى: چوڭقۇرلاشتۇر,دى
چوڭقۇرلاشتۇردۇق: چوڭقۇرلاشتۇر,دۇق
چوڭقۇرلاشتۇرغاندىلا: چوڭقۇرلاشتۇر,غان,دى,لا
چوڭقۇرلاشتۇرمىساق: چوڭقۇرلاشتۇر,مى,سا,ق
چوڭقۇرلاشتۇرىدىغان: چوڭقۇرلاشتۇر,ىدىغان
چوڭقۇرلاشتۇرىدۇ: چوڭقۇرلاشتۇر,ىدۇ
چوڭقۇرلاشتۇرۇش: چوڭقۇرلاشتۇر,ۇش
چوڭقۇرلاشتۇرۇشتا: چوڭقۇرلاشتۇر,ۇش,تا
چوڭقۇرلاشتۇرۇشتىكى: چوڭقۇرلاشتۇر,ۇش,تىكى
چوڭقۇرلاشتۇرۇشتىن: چوڭقۇرلاشتۇر,ۇش,تىن
چوڭقۇرلاشتۇرۇشقا: چوڭقۇرلاشتۇر,ۇش,قا
چوڭقۇرلاشتۇرۇشقا: چوڭقۇرلاشتۇر,ۇش,قا
چوڭقۇرلاشتۇرۇشنى: چوڭقۇرلاشتۇر,ۇش,نى
چوڭقۇرلاشتۇرۇشنىڭ: چوڭقۇرلاشتۇر,ۇش,نىڭ
چوڭقۇرلاشتۇرۇشى: چوڭقۇرلاشتۇر,ۇش,ى
چوڭقۇرلاشتۇرۇشىغا: چوڭقۇرلاشتۇر,ۇش,ىغا
چوڭقۇرلاشتۇرۇشىمىز: چوڭقۇرلاشتۇر,ۇش,ىمىز
چوڭقۇرلاشتۇرۇشىنى: چوڭقۇرلاشتۇر,ۇش,ى,نى
چوڭقۇرلاشتۇرۇلغانلىقىدىن: چوڭقۇرلاشتۇرۇل,غان,لىق,ى,دىن
چوڭقۇرلاشتۇرۇلۇۋاتقان: چوڭقۇرلاشتۇرۇلۇۋات,قان
چوڭقۇرلاشتۇرۇپ: چوڭقۇرلاشتۇر,ۇپ
چوڭقۇرلىشىدۇ: چوڭقۇرلىش,ىدۇ
چوڭقۇرلىشىش: چوڭقۇرلىش,ىش
چوڭقۇرلىشىپ: چوڭقۇرلىش,ىپ
چوڭقۇرلۇقتا: چوڭقۇرلۇق,تا
چوڭقۇرلۇقى: چوڭقۇرلۇق,ى
چوڭقۇرلۇقىنى: چوڭقۇرلۇق,ى,نى
چوڭلار: چوڭ,لار
چوڭلارنىڭ: چوڭ,لار,نىڭ
چوڭلۇقىنى: چوڭلۇق,ى,نى
چوڭى: چوڭ,ى
چوڭىيىدۇ: چوڭىي,ىدۇ
چوڭىيىپ: چوڭىي,ىپ
چوڭچىڭ: چوڭچىڭ
چى: چى
چىباۋ: چىباۋ
چىتلاقنى: چىتلاق,نى
چىداش: چىدا,ش
چىداملىق: چىداملىق
چىداپ: چىدا,پ
چىدې: چىدې
چىرا: چىرا
چىراغ: چىراغ
چىراغلار: چىراغ,لار
چىراغلارنى: چىراغ,لار,نى
چىراغلىرىنى: چىراغ,لىر,ى,نى
چىراي: چىراي
چىرايلىق: چىرايلىق
چىرىتىشى: چىرىت,ىش,ى
چىرىتىشىگە: چىرىتىش,ى,گە
چىرىكلىشىش: چىرىكلىش,ىش
چىرىكلىشىشكە: چىرىكلىش,ىش,كە
چىرىكلىشىشنىڭ: چىرىكلىش,ىش,نىڭ
چىرىكلىشىشىگە: چىرىكلىش,ىش,ى,گە
چىرىكلىككە: چىرىكلىك,كە
چىرىكلىكنى: چىرىكلىك,نى
چىرىكلىكنىڭ: چىرىكلىك,نىڭ
چىرىكلەشكەن: چىرىكلەش,كەن
چىرىكلەشكەنلەر: چىرىكلەش,كەن,لەر
چىرىكلەشكەنلەرنى: چىرىكلەش,كەن,لەر,نى
چىش: چىش
چىشى: چىش,ى
چىشىغا: چىش,ى,غا
چىشەن: چىشەن
چىغۋان: چىغۋان
چىق: چىق
چىقاتتىم: چىقات,تىم
چىقاردى: چىقار,دى
چىقاردۇق: چىقار,دۇق
چىقارغان: چىقار,غان
چىقارغانلىقىنى: چىقار,غان,لىق,ى,نى
چىقارغىلى: چىقار,غىلى
چىقارماي: چىقار,ما,ي
چىقالايدىغان: چىقالا,يدىغان
چىقالمايدىغانلىقىدىن: چىقالما,يدىغان,لىق,ى,دىن
چىقايلى: چىق,ايلى
چىقتى: چىق,تى
چىقتىم: چىق,تىم
چىقسا: چىق,سا
چىقسىمۇ: چىق,سى,مۇ
چىققان: چىق,قان
چىققاندا: چىق,قان,دا
چىققاندىكى: چىق,قان,دىكى
چىققاندىن: چىق,قان,دىن
چىققانلار: چىق,قان,لار
چىققانلارنى: چىق,قان,لار,نى
چىققانلارنىڭ: چىق,قان,لار,نىڭ
چىققانلىق: چىق,قان,لىق
چىققانلىقى: چىق,قان,لىق,ى
چىققىچىمۇ: چىق,قىچى,مۇ
چىقماسلىقىنى: چىقما,س,لىق,ى,نى
چىقماقتا: چىق,ماق,تا
چىقماقچى: چىق,ماقچى
چىقماي: چىقما,ي
چىقمىغان: چىقمى,غان
چىقىدىغان: چىق,ىدىغان
چىقىدىغانلارنىڭ: چىقى,دىغان,لار,نىڭ
چىقىدىغانلىقى: چىق,ىدىغان,لىق,ى
چىقىدىغانلىقىدىن: چىق,ىدىغان,لىق,ىدىن
چىقىدىغانلىقىنى: چىق,ىدىغان,لىق,ى,نى
چىقىدىكەن: چىق,ىدىكەن
چىقىدۇ: چىق,ىدۇ
چىقىرالايدىكەن: چىقىرالا,يدىكەن
چىقىرالمىدى: چىقىرالمى,دى
چىقىرىدىغان: چىقىر,ىدىغان
چىقىرىدىغانلىقىنى: چىقىر,ىدىغان,لىق,ى,نى
چىقىرىدىكەن: چىقىر,ىدىكەن
چىقىرىدۇ: چىقىر,ىدۇ
چىقىرىش: چىقىر,ىش
چىقىرىشتا: چىقىر,ىش,تا
چىقىرىشتىن: چىقىر,ىش,تىن
چىقىرىشتەك: چىقىر,ىش,تەك
چىقىرىشقا: چىقىرى,ش,قا
چىقىرىشقىچە: چىقىرى,ش,قىچە
چىقىرىشنى: چىقىرى,ش,نى
چىقىرىشنىڭ: چىقىرى,ش,نىڭ
چىقىرىشى: چىقىرى,ش,ى
چىقىرىشىمىز: چىقىرى,ش,ىمىز
چىقىرىشىنى: چىقىرى,ش,ى,نى
چىقىرىلدى: چىقىرىل,دى
چىقىرىلغان: چىقىرىل,غان
چىقىرىلغاندىن: چىقىرىل,غان,دىن
چىقىرىلغانلىقىنى: چىقىرىل,غان,لىق,ى,نى
چىقىرىلمىدى: چىقىرىل,مى,دى
چىقىرىلىدىغان: چىقىرىل,ىدىغان
چىقىرىلىدۇ: چىقىرىل,ىدۇ
چىقىرىلىپ: چىقىرىل,ىپ
چىقىرىندى: چىقىرىندى
چىقىرىپ: چىقىر,ىپ
چىقىرىپتۇ: چىقىر,ىپ,تۇ
چىقىرىۋالغان: چىقىرىۋال,غان
چىقىرىۋېتىش: چىقىرىۋېت,ىش
چىقىرىۋېتىشكە: چىقىرىۋېت,ىش,كە
چىقىرىۋېتىشى: چىقىرىۋېت,ىش,ى
چىقىرىۋېتىلدى: چىقىرىۋېتىل,دى
چىقىش: چىق,ىش
چىقىشتا: چىق,ىش,تا
چىقىشتىكى: چىق,ىش,تىكى
چىقىشتىن: چىق,ىش,تىن
چىقىشقا: چىقىش,قا
چىقىشنى: چىقىش,نى
چىقىشنىڭ: چىقىش,نىڭ
چىقىشى: چىقىش,ى
چىقىشىغا: چىقىش,ىغا
چىقىشىمىز: چىقىش,ىمىز
چىقىشىمىزنى: چىقىش,ىمىز,نى
چىقىشىنى: چىقىش,ى,نى
چىقىلدى: چىقىل,دى
چىقىلسا: چىقىل,سا
چىقىلغان: چىقىل,غان
چىقىلىدىغانلىقى: چىقىل,ىدىغان,لىق,ى
چىقىلىدىكەن: چىقىل,ىدىكەن
چىقىلىدۇ: چىقىل,ىدۇ
چىقىلىپ: چىقىل,ىپ
چىقىم: چىقىم
چىقىملارنى: چىقىم,لار,نى
چىقىمنى: چىقىم,نى
چىقىمى: چىقىم,ى
چىقىمىدا: چىقىم,ى,دا
چىقىمىز: چىق,ىمىز
چىقىمىنى: چىقىم,ى,نى
چىقىمىنىڭ: چىقىم,ى,نىڭ
چىقىپ: چىق,ىپ
چىقىۋاتقان: چىقىۋات,قان
چىقىۋېلىپ: چىقىۋېل,ىپ
چىكاڭتەي: چىكاڭتەي
چىلان: چىلان
چىلاندىن: چىلان,دىن
چىلانلىق: چىلانلىق
چىلانلىقتىكى: چىلانلىق,تىكى
چىلانلىقتىن: چىلانلىق,تىن
چىلانلىقنى: چىلانلىق,نى
چىلانلىقنىڭ: چىلانلىق,نىڭ
چىلاننىڭ: چىلان,نىڭ
چىلانچىلىق: چىلانچى,لىق
چىلانچىلىقىدا: چىلانچى,لىق,ى,دا
چىلىنى: چىلىن,ى
چىلىپ: چىل,ىپ
چىلياڭ: چىلياڭ
چىلې: چىلې
چىلېدا: چىلې,دا
چىملىقتا: چىملىق,تا
چىن: چىن
چىنرۈي: چىنرۈي
چىنلىق: چىنلىق
چىنلىقىدا: چىنلىق,ى,دا
چىنلىڭ: چىنلىڭ
چىنمىن: چىنمىن
چىنمېي: چىنمېي
چىيا: چىيا
چىيى: چىيى
چىڭ: چىڭ
چىڭخۇا: چىڭخۇا
چىڭخۇاڭداۋ: چىڭخۇاڭداۋ
چىڭخەي: چىڭخەي
