ئا: ﻿ئا
يېشىپ: يەش,ىپ
يېغى: ياغ,ى
يېغىدىن: ياغ,ى,دىن
يېغىن: يېغىن
يېغىندا: يېغىن,دا
يېغىپ: ياغ,ىپ
يېقىش: يېقىش
يېقىلغۇ: يېقىلغۇ
يېقىلغۇلۇق: يېقىلغۇلۇق
يېقىلىپ: يېقىل,ىپ
يېقىن: يېقىن
يېقىندا: يېقىن,دا
يېقىندىلا: يېقىن,دىلا
يېقىندىن: يېقىن,دىن
يېقىنقى: يېقىنقى
يېقىنكەن: يېقىنكەن
يېقىنلاش: يېقىنلاش
يېقىنلاشتى: يېقىنلاش,تى
يېقىنلاشتۇرغان: يېقىنلاشتۇر,غان
يېقىنلاشتۇرۇش: يېقىنلاشتۇر,ۇش
يېقىنلاشساق: يېقىنلاش,سا,ق
يېقىنلاشقان: يېقىنلاشقان
يېقىنلاشماقتا: يېقىنلاش,ماقتا
يېقىنلاپ: يېقىنلاپ
يېقىنلىشىش: يېقىنلاش,ىش
يېقىنلىشىپ: يېقىنلاش,ىپ
يېقىنىدا: يېقىن,ى,دا
يېقىپ: ياق,ىپ
يېقىپتۇ: ياق,ىپ,تۇ
يېمەك: يېمەك
يېمەكلىك: يېمەكلىك
يېمەكلىكتىن: يېمەكلىك,تىن
يېمەكلىكلىرى: يېمەكلىك,لەر,ى
يېمەكلىكلىرىنى: يېمەكلىك,لەر,ى,نى
يېمەكلىكلەر: يېمەكلىك,لەر
يېمەكلىكلەرنى: يېمەكلىك,لەر,نى
يېمەكلىكىگە: يېمەكلىك,ى,گە
يېمەيدىغان: يېمەيدىغان
يېنكلىتىلگەن: يېنكلىتىلگەن
يېنىدا: يان,ى,دا
يېنىدىكى: يان,ى,دىكى
يېنىدىلا: يېنىدىلا
يېنىدىن: يان,ى,دىن
يېنىغا: يان,ىغا
يېنىك: يېنىك
يېنىكلىتىش: يېنىكلەت,ىش
يېنىكلىتىپ: يېنىكلەت,ىپ
يېنىكلەتتى: يېنىكلەت,تى
يېنىكلەتكەن: يېنىكلەت,كەن
يېنىكلەيدىكەن: يېنىكلە,ي,دىكەن
يېنىكلەپ: يېنىكلە,پ
يېنىمىزدىكى: يان,ىمىز,دىكى
يېنىپ: يان,ىپ
يېيىتىپ: يېيىت,ىپ
يېيىش: ياي,ىش
يېيىشلىك: يېيىش,لىك
يېپىق: يېپىق
يېپىلدى: يېپىل,دى
يېپىلغاندىن: يېپىل,غان,دىن
يېپىلىش: يېپىل,ىش
يېپىنچا: يېپىنچا
يېپىپ: ياپ,ىپ
يېپەك: يېپەك
يېڭلىق: يېڭلىق
يېڭى: يېڭى
يېڭىئۆستەڭ: يېڭىئۆستەڭ
يېڭىدىن: يېڭىدىن
يېڭىسار: يېڭىسار
يېڭىش: يەڭ,ىش
يېڭىشىگە: يەڭ,ىش,ى,گە
يېڭىشەھەر: يېڭىشەھەر
يېڭىلاش: يېڭىلا,ش
يېڭىلاشقا: يېڭىلا,ش,قا
يېڭىلاشنى: يېڭىلا,ش,نى
يېڭىلاپ: يېڭىلا,پ
يېڭىلىرى: يېڭى,لار,ى
يېڭىلىشىنى: يېڭىلا,ش,ى,نى
يېڭىلىق: يېڭىلىق
يېڭىلىقى: يېڭىلىق,ى
يېڭىلىمىغان: يېڭىلىما,غان
يېڭىلىنىپ: يېڭىلان,ىپ
يېڭىلىپ: يېڭىل,ىپ
يېڭىمەھەللە: يېڭىمەھەللە
يېڭىپ: يەڭ,ىپ
يېڭىچە: يېڭى,چە
يېڭىھايات: يېڭىھايات
يېۋىلىش: يېۋال,ىش
يەتتى: يەت,تى
يەتتىسى: يەتتە,سى
يەتتىسىنىڭ: يەتتە,سى,نىڭ
يەتتىمكى: يەتتە,مكى
يەتتىنچى: يەتتە,نچى
يەتتۇق: يەت,تۇق
يەتتە: يەتتە
يەتكىلى: يەت,كىلى
يەتكۈزدى: يەتكۈز,دى
يەتكۈزمىدى: يەتكۈزمە,دى
يەتكۈزمەكچى: يەتكۈز,مەكچى
يەتكۈزمەيدۇ: يەتكۈز,مە,يدۇ
يەتكۈزىدىغان: يەتكۈز,ىدىغان
يەتكۈزىدىغان: يەتكۈز,ىدىغان
يەتكۈزىدىكەن: يەتكۈز,ىدىكەن
يەتكۈزىدۇ: يەتكۈز,ىدۇ
يەتكۈزگۈچىلەر: يەتكۈزگۈچى,لەر
يەتكۈزگۈچىلەردىن: يەتكۈزگۈچى,لەر,دىن
يەتكۈزگەن: يەتكۈزگەن
يەتكۈزگەنلىكىنى: يەتكۈز,گەن,لىك,ى,نى
يەتكۈزۈدىغان: يەتكۈز,ۈدىغان
يەتكۈزۈش: يەتكۈز,ۈش
يەتكۈزۈشتىكى: يەتكۈز,ۈش,تىكى
يەتكۈزۈشكە: يەتكۈز,ۈش,كە
يەتكۈزۈشنى: يەتكۈز,ۈش,نى
يەتكۈزۈشۈپ: يەتكۈز,ۈش,ۈپ
يەتكۈزۈلدى: يەتكۈزۈل,دى
يەتكۈزۈلمىگەن: يەتكۈزۈلمە,گەن
يەتكۈزۈلىدىغان: يەتكۈزۈل,ىدىغان
يەتكۈزۈلىدىكەن: يەتكۈزۈل,ىدىكەن
يەتكۈزۈلىدۇ: يەتكۈزۈل,ىدۇ
يەتكۈزۈلگىنىگە: يەتكۈزۈل,گەن,ى,گە
يەتكۈزۈلگەن: يەتكۈزۈل,گەن
يەتكۈزۈلگەندىن: يەتكۈزۈل,گەن,دىن
يەتكۈزۈلۈشىدۇر: يەتكۈزۈل,ۈش,ى,دۇر
يەتكۈزۈلۈپ: يەتكۈزۈل,ۈپ
يەتكۈزۈمەن: يەتكۈز,ۈمەن
يەتكۈزۈپ: يەتكۈز,ۈپ
يەتكۈزۈۋاتقان: يەتكۈزۈۋات,قان
يەتكۈزۈۋاتىدۇ: يەتكۈزۈۋات,ىدۇ
يەتكەن: يەت,كەن
يەتكەندە: يەت,كەن,دە
يەتكەنلىرىنى: يەت,كەن,لار,ى,نى
يەتكەنلىكىنى: يەت,كەن,لىك,ى,نى
يەتكەنلىكىنىڭ: يەت,كەن,لىك,ى,نىڭ
يەتكەنىدى: يەت,كەن,ىدى
يەتمىسە: يەتمە,سە
يەتمىگەن: يەتمە,گەن
يەتمىگەنلىكتىن: يەتمە,گەن,لىك,تىن
يەتمىگەنلەر: يەتمە,گەن,لەر
يەتمەي: يەتمە,ي
يەتمەيدىغان: يەتمە,ي,دىغان
يەتمەيدىكەن: يەتمە,ي,دىكەن
يەتمەيدۇ: يەتمە,ي,دۇ
يەر: يەر
يەردىكى: يەر,دىكى
يەردىلا: يەر,دىلا
يەردىن: يەر,دىن
يەردە: يەر,دە
يەرشارىدىكى: يەرشارى,دىكى
يەرشارىدىن: يەرشارى,دىن
يەرلىرىدە: يەر,لەر,ىدە
يەرلىرىمىزنى: يەر,لەر,ىمىز,نى
يەرلىرىنى: يەر,لەر,ى,نى
يەرلىرىنىڭ: يەر,لەر,ى,نىڭ
يەرلىك: يەرلىك
يەرلىكتىكى: يەرلىك,تىكى
يەرلىكتىكىلەر: يەرلىك,تىكى,لەر
يەرلىكتىكىلەرنىڭ: يەرلىك,تىكى,لەر,نىڭ
يەرلىككە: يەرلىك,كە
يەرلىكنى: يەرلىك,نى
يەرلىكنىڭ: يەرلىك,نىڭ
يەرلەرنى: يەرلەر,نى
يەرلەرنىڭ: يەرلەر,نىڭ
يەرلەرگە: يەرلەر,گە
يەرمەنكىدە: يەرمەنكە,دە
يەرمەنكىسى: يەرمەنكە,سى
يەرمەنكىسىدە: يەرمەنكە,سى,دە
يەرمەنكىسىنى: يەرمەنكە,سى,نى
يەرمەنكىسىنىڭ: يەرمەنكە,سى,نىڭ
يەرمەنكىسىگە: يەرمەنكە,سى,گە
يەرمەنكىگە: يەرمەنكە,گە
يەرمەنكە: يەرمەنكە
يەرنى: يەر,نى
يەرنىڭ: يەر,نىڭ
يەرگە: يەر,گە
يەسلى: يەسلى
يەسلىدە: يەسلى,دە
يەسلىلەردىكى: يەسلى,لەر,دىكى
يەسلىلەرنىڭ: يەسلى,لەر,نىڭ
يەسىرەسى: يەسىرەسى
يەشمە: يەشمە
يەشىك: يەشىك
يەشىكلەپ: يەشىك,لەپ
يەشىكمۇ: يەشىك,مۇ
يەككىلىكتىن: يەككىلىك,تىن
يەككە: يەككە
يەكۈنلىدى: يەكۈنلە,دى
يەكۈنلەش: يەكۈنلە,ش
يەكۈنلەشتە: يەكۈنلە,ش,تە
يەكۈنلەشكە: يەكۈنلە,ش,كە
يەكۈنلەپ: يەكۈنلە,پ
يەكەن: يەكەن
يەكەندە: يەكەن,دە
يەكەننىڭ: يەكەن,نىڭ
يەلكە: يەلكە
يەلكەمدىكى: يەلكەم,دىكى
يەلكەنلىك: يەلكەنلىك
يەم: يەم
يەمنى: يەم,نى
يەمەن: يەمەن
يەمەندىكى: يەمەن,دىكى
يەمەننىڭ: يەمەن,نىڭ
يەن: يەن
يەنبيەن: يەنبيەن
يەنتەي: يەنتەي
يەندۇڭ: يەندۇڭ
يەنلىك: يەنلىك
يەنلياڭ: يەنلياڭ
يەننىڭ: يەن,نىڭ
يەنى: يەنى
يەنىلا: يەنى,لا
يەنىمۇ: يەنىمۇ
يەنيىن: يەنيىن
يەنچۈەن: يەنچۈەن
يەنە: يەنە
يەيدىكەن: يەي,دۇ,كەن
يەپ: يەپ
يەڭ: يەڭ
يەڭگىللىتىلدى: يەڭگىللىتىل,دى
يەڭگىللىتەلەيدىغان: يەڭگىللىتەلە,يدىغان
يەڭگىللىشىنى: يەڭگىللە,ش,ى,نى
يەڭگىللىگەن: يەڭگىللە,گەن
يەڭگىللەتتى: يەڭگىللەت,تى
يەڭگۈشلەش: يەڭگۈشلە,ش
يەھۇدىيلارنى: يەھۇدىي,لار,نى
پ: پ
پائال: پائال
پائالىيتىنى: پائالىيەت,ى,نى
پائالىيىتى: پائالىيەت,ى
پائالىيىتىدىكى: پائالىيەت,ى,دىكى
پائالىيىتىدىن: پائالىيەت,ى,دىن
پائالىيىتىدە: پائالىيەت,ى,دە
پائالىيىتىنى: پائالىيەت,ى,نى
پائالىيىتىنىڭ: پائالىيەت,ى,نىڭ
پائالىيىتىگە: پائالىيەت,ى,گە
پائالىيەت: پائالىيەت
پائالىيەتتە: پائالىيەت,تە
پائالىيەتكە: پائالىيەت,كە
پائالىيەتلرىگە: پائالىيەت,لەر,ى,گە
پائالىيەتلىرى: پائالىيەت,لەر,ى
پائالىيەتلىرىدە: پائالىيەت,لەر,ىدە
پائالىيەتلىرىنى: پائالىيەت,لەر,ى,نى
پائالىيەتلىرىنىڭ: پائالىيەت,لەر,ى,نىڭ
پائالىيەتلىرىگە: پائالىيەت,لەر,ى,گە
پائالىيەتلەر: پائالىيەت,لەر
پائالىيەتلەردىن: پائالىيەت,لەر,دىن
پائالىيەتلەرنى: پائالىيەت,لەر,نى
پائالىيەتلەرنىڭ: پائالىيەت,لەر,نىڭ
پائالىيەتلەرگە: پائالىيەت,لەر,گە
پائالىيەتنى: پائالىيەت,نى
پائالىيەتنىڭ: پائالىيەت,نىڭ
پائۇلسون: پائۇلسون
پات: پات
پاتقاق: پاتقاق
پاتقىقىغا: پاتقاق,ىغا
پاتقۇزغان: پاتقۇزغان
پاتىگۈل: پاتىگۈل
پاتپاراق: پاتپاراق
پاتېنت: پاتېنت
پاختا: پاختا
پاختىنىڭ: پاختا,نىڭ
پاختىچىلىقنىڭ: پاختىچىلىق,نىڭ
پاختەكلى: پاختەكلى
پادىشاھ: پادىشاھ
پادىشاھلىق: پادىشاھلىق
پادىشاھى: پادىشاھى
پادىشاھىنىڭ: پادىشاھى,نىڭ
پار: پار
پارا: پارا
پاراتنى: پارات,نى
پاراخوت: پاراخوت
پاراخوتتىكى: پاراخوت,تىكى
پاراخوتلارنىڭ: پاراخوت,لار,نىڭ
پاراخوتلىرىنىڭ: پاراخوت,لار,ى,نىڭ
پاراخوتنىڭ: پاراخوت,نىڭ
پاراخوتى: پاراخوت,ى
پاراخوتىدا: پاراخوت,ى,دا
پاراخوتىدىكى: پاراخوت,ى,دىكى
پاراخوتىغا: پاراخوت,ىغا
پاراخوتىنى: پاراخوت,ى,نى
پاراسىتى: پاراسەت,ى
پاراسىتىنى: پاراسەت,ى,نى
پاراسىتىگە: پاراسەت,ى,گە
پاراسەت: پاراسەت
پاراسەتنى: پاراسەت,نى
پاراشوكلىرى: پاراشوك,لار,ى
پاراشوكلىرىدا: پاراشوك,لار,ى,دا
پاراشوكلىرىغا: پاراشوك,لار,ى,غا
پاراشوكلىرىنىڭ: پاراشوك,لار,ى,نىڭ
پاراشوكى: پاراشوك,ى
پاراشوكىدا: پاراشوك,ى,دا
پاراشوكىغا: پاراشوك,ى,غا
پاراشوكىنى: پاراشوك,ى,نى
پاراشوكىنىڭ: پاراشوك,ى,نىڭ
پاراغەتكە: پاراغەت,كە
پاراللېل: پاراللېل
پارامېتىرلارنى: پارامېتىر,لار,نى
پارامېتىرى: پارامېتىر,ى
پاراڭلاشتى: پاراڭلاش,تى
پاراڭلىشىش: پاراڭلاش,ىش
پاراڭلىشىپ: پاراڭلاش,ىپ
پاراۋانلىق: پاراۋانلىق
پاراۋانلىقلارنىڭ: پاراۋانلىق,لار,نىڭ
پاراۋانلىقى: پاراۋانلىق,ى
پارتا: پارتا
پارتكوم: پارتكوم
پارتكومدىكى: پارتكوم,دىكى
پارتكوملار: پارتكوم,لار
پارتكوملارنىڭ: پارتكوم,لار,نىڭ
پارتكومنىڭ: پارتكوم,نىڭ
پارتكومى: پارتكوم,ى
پارتكومىنىڭ: پارتكوم,ى,نىڭ
پارتلاتقۇچ: پارتلاتقۇچ
پارتلاتقۇچقا: پارتلاتقۇچ,قا
پارتلاتقۇچنى: پارتلاتقۇچ,نى
پارتلاش: پارتلا,ش
پارتلاشتا: پارتلا,ش,تا
پارتلاشنىڭ: پارتلا,ش,نىڭ
پارتلايدىغان: پارتلا,يدىغان
پارتلاپ: پارتلا,پ
پارتلاۋاتقان: پارتلاۋات,قان
پارتلىتىش: پارتىلات,ىش
پارتلىتىشقا: پارتىلات,ىش,قا
پارتلىتىپ: پارتىلات,ىپ
پارتلىدى: پارتىلا,دى
پارتلىغان: پارتىلا,غان
پارتىلىتىلغان: پارتىلىتىل,غان
پارتىيە: پارتىيە
پارتىيەدىكى: پارتىيە,دىكى
پارتىيەدىكىلەرنىڭ: پارتىيە,دىكى,لەر,نىڭ
پارتىيەدىن: پارتىيە,دىن
پارتىيەدە: پارتىيە,دە
پارتىيەسى: پارتىيە,سى
پارتىيەسىدىكى: پارتىيە,سى,دىكى
پارتىيەسىز: پارتىيە,سىز
پارتىيەسىنىڭ: پارتىيە,سى,نىڭ
پارتىيەسىگە: پارتىيە,سى,گە
پارتىيەلىك: پارتىيەلىك
پارتىيەلىكلەر: پارتىيەلىك,لەر
پارتىيەلەر: پارتىيە,لەر
پارتىيەمىز: پارتىيە,مىز
پارتىيەمىزنى: پارتىيە,مىز,نى
پارتىيەمىزنىڭ: پارتىيە,مىز,نىڭ
پارتىيەنى: پارتىيە,نى
پارتىيەنىڭ: پارتىيە,نىڭ
پارتىيەگە: پارتىيە,گە
پارتىيەۋىلىك: پارتىيەۋىلىك
پارتىيەۋىلىككە: پارتىيەۋىلىك,كە
پارتىيەۋىلىكىنى: پارتىيەۋىلىك,ى,نى
پارتگورۇپپىسى: پارتگورۇپپا,سى
پارتگورۇپپىسىنىڭ: پارتگورۇپپا,سى,نىڭ
پارتگۇررۇپپىسى: پارتگورۇپپا,سى
پارتگۇرۇپپا: پارتگۇرۇپپا
پارتگۇرۇپپىسى: پارتگورۇپپا,سى
پارتگۇرۇپپىسىدىكى: پارتگورۇپپا,سى,دىكى
پارتگۇرۇپپىسىنىڭ: پارتگورۇپپا,سى,نىڭ
پارتگۇرۇپپىلىرىنىڭ: پارتگورۇپپا,لار,ى,نىڭ
پارتگۇرۇپپىنىڭ: پارتگورۇپپا,نىڭ
پارس: پارس
پارغا: پار,غا
پارقىراپ: پارقىرا,پ
پارك: پارك
پارلاق: پارلاق
پارلامېنت: پارلامېنت
پارلامېنتتا: پارلامېنت,تا
پارلامېنتنى: پارلامېنت,نى
پارلامېنتنىڭ: پارلامېنت,نىڭ
پارلامېنتى: پارلامېنتى
پارلامېنتىدا: پارلامېنتى,دا
پارلامېنتىنىڭ: پارلامېنتى,نىڭ
پارلامېنىتنى: پارلامېنىت,نى
پارنىك: پارنىك
پارنىكىم: پارنىك,ىم
پارىخورلۇق: پارىخورلۇق
پارىخورلۇققا: پارىخورلۇق,قا
پارىژ: پارىژ
پارىژدا: پارىژ,دا
پارچىدىن: پارچە,دىن
پارچىسى: پارچە,سى
پارچىغا: پارچە,غا
پارچىلاش: پارچىلا,ش
پارچىلاشتەك: پارچىلا,ش,تەك
پارچىلانمايدىغان: پارچىلان,ما,يدىغان
پارچىلىرى: پارچە,لار,ى
پارچىنى: پارچە,نى
پارچىگە: پارچە,گە
پارچە: پارچە
پارژدا: پارژ,دا
پاسسىپ: پاسسىپ
پاسسىپلىق: پاسسىپلىق
پاسكىنا: پاسكىنا
پاسپورتى: پاسپورت,ى
پاش: پاش
پاشا: پاشا
پاك: پاك
پاكار: پاكار
پاكلىق: پاكلىق
پاكلىقنى: پاكلىق,نى
پاكلىقىغا: پاكلىق,ىغا
پاكىت: پاكىت
پاكىتلار: پاكىت,لار
پاكىز: پاكىز
پاكىزلاش: پاكىزلا,ش
پاكىزلىق: پاكىزلىق
پاكىستان: پاكىستان
پاكىستاندىكى: پاكىستان,دىكى
پاكىستانلىق: پاكىستانلىق
پاكىستاننىڭ: پاكىستان,نىڭ
پالاتا: پالاتا
پالاتاسى: پالاتا,سى
پالاتاسىنىڭ: پالاتا,سى,نىڭ
پالاتالار: پالاتا,لار
پالاتالىلىرىنىڭ: پالاتا,لى,لار,ى,نىڭ
پالۇبىلىق: پالۇبىلىق
پالەچ: پالەچ
پامىر: پامىر
پامېر: پامېر
پاناما: پاناما
پاناماغا: پاناما,غا
پاناھلاندى: پاناھلان,دى
پاناھلاندۇرۇش: پاناھلان,دۇر,ۇش
پاناھلاندۇرۇپ: پاناھلان,دۇر,ۇپ
پاناھلىق: پاناھلىق
پاناھلىنىش: پاناھلان,ىش
پاناھلىنىشقا: پاناھلان,ىش,قا
پاناھلىنىۋاتقان: پاناھلىنىۋات,قان
پانمۇنجومدىكى: پانمۇنجوم,دىكى
پانمۇنجومنىڭ: پانمۇنجوم,نىڭ
پاي: پاي
پايتەخت: پايتەخت
پايتەختتىكى: پايتەخت,تىكى
پايتەختنىڭ: پايتەخت,نىڭ
پايتەختى: پايتەخت,ى
پايدا: پايدا
پايدىدىن: پايدا,دىن
پايدىسى: پايدا,سى
پايدىسىدىن: پايدا,سى,دىن
پايدىسىز: پايدا,سىز
پايدىسىزلىقىنى: پايدىسىزلىق,ى,نى
پايدىغا: پايدا,غا
پايدىلانسا: پايدىلان,سا
پايدىلانغان: پايدىلان,غان
پايدىلانغىلى: پايدىلان,غىلى
پايدىلانمىلىرى: پايدىلانما,لار,ى
پايدىلىق: پايدا,لىق
پايدىلىنالايدىغان: پايدىلىنالا,يدىغان
پايدىلىنىدىغان: پايدىلان,ىدىغان
پايدىلىنىدۇ: پايدىلان,ىدۇ
پايدىلىنىش: پايدىلان,ىش
پايدىلىنىشتا: پايدىلان,ىش,تا
پايدىلىنىشقا: پايدىلان,ىش,قا
پايدىلىنىشنى: پايدىلان,ىش,نى
پايدىلىنىشى: پايدىلان,ىش,ى
پايدىلىنىشىنى: پايدىلان,ىش,ى,نى
پايدىلىنىمىز: پايدىلان,ىمىز
پايدىلىنىپ: پايدىلان,ىپ
پايغا: پاي,غا
پايچى: پايچى
پايچىلارنى: پايچى,لار,نى
پاچاقلاپ: پاچاقلا,پ
پاۋلودا: پاۋلو,دا
پاۋلۇ: پاۋلۇ
پراكتىكانت: پراكتىكانت
پراۋوسلاۋىيە: پراۋوسلاۋىيە
پروفېسسورلاردىن: پروفېسسور,لار,دىن
پروگراممىسى: پروگرامما,سى
پروگراممىسىنىڭ: پروگرامما,سى,نىڭ
پرىتىزكېر: پرىتىزكېر
پرىزماك: پرىزماك
پرىنسىپىغا: پرىنسىپ,ى,غا
پسىك: پسىك
پلاكاتتا: پلاكات,تا
پوئىنت: پوئىنت
پوئېنت: پوئېنت
پوئېنتتىن: پوئېنت,تىن
پوجاڭزا: پوجاڭزا
پورت: پورت
پورتقىچە: پورت,قىچە
پورتلىرىدىن: پورت,لار,ىدىن
پورتلىرىنىڭ: پورت,لار,ى,نىڭ
پورتنىڭ: پورت,نىڭ
پورتى: پورت,ى
پورتىدا: پورت,ى,دا
پورتىدىن: پورت,ى,دىن
پورتىغا: پورت,ى,غا
پورتىغىچە: پورت,ى,غىچە
پوزىتسىيە: پوزىتسىيە
پوزىتسىيەدىكى: پوزىتسىيە,دىكى
پوزىتسىيەدە: پوزىتسىيە,دە
پوزىتسىيەسى: پوزىتسىيە,سى
پوزىتسىيەسىدىمۇ: پوزىتسىيە,سى,دە,مۇ
پوزىتسىيەسىدە: پوزىتسىيە,سى,دە
پوزىتسىيەسىنى: پوزىتسىيە,سى,نى
پوزىتسىيەنى: پوزىتسىيە,نى
پوستدوكتور: پوستدوكتور
پوستدوكتورلار: پوستدوكتور,لار
پوستدوكتورنى: پوستدوكتور,نى
پوسكام: پوسكام
پولات: پولات
پولشا: پولشا
پولشادىكى: پولشا,دىكى
پولونىڭ: پولو,نىڭ
پولۇ: پولۇ
پومپا: پومپا
پونكىتلىرىنىڭ: پونكىت,لار,ى,نىڭ
پونكىتى: پونكىت,ى
پونكىتىدا: پونكىت,ى,دا
پونكىتىدىن: پونكىت,ى,دىن
پونكىتىنىڭ: پونكىت,ى,نىڭ
پويىز: پويىز
پويىزدىن: پويىز,دىن
پويىزغا: پويىز,غا
پويىزلىردا: پويىز,لار,دا
پويىزلىرىدا: پويىز,لار,ى,دا
پويىزنىڭ: پويىز,نىڭ
پويىزى: پويىز,ى
پويىزىنى: پويىز,ى,نى
پويىزىنىڭ: پويىز,ى,نىڭ
پوچتا: پوچتا
پوۋلنى: پوۋل,نى
پوۋېستىنى: پوۋېست,ى,نى
پىئېركادەن: پىئېركادەن
پىدا: پىدا
پىدائىلار: پىدائى,لار
پىدائىي: پىدائىي
پىدائىيلار: پىدائىي,لار
پىدائىيلاردىن: پىدائىي,لار,دىن
پىدائىيلارغا: پىدائىي,لار,غا
پىدائىيلارنى: پىدائىي,لار,نى
پىدائىيلارنىڭ: پىدائىي,لار,نىڭ
پىدائىيلىرىغا: پىدائىي,لار,ى,غا
پىدائىيلىق: پىدائىيلىق
پىدائىينى: پىدائىي,نى
پىدائىينىڭ: پىدائىي,نىڭ
پىداكارلىق: پىداكارلىق
پىراكتىكا: پىراكتىكا
پىراكتىكانت: پىراكتىكانت
پىراگادىكى: پىراگا,دىكى
پىراگراممىسىنىڭ: پروگىرامما,سى,نىڭ
پىراۋىزور: پىراۋىزور
پىرسەنت: پىرسەنت
پىرقىرىغۇچ: پىرقىرىغۇچ
پىروفېسسور: پىروفېسسور
پىروفېسسورلار: پىروفېسسور,لار
پىروفېسسورى: پىروفېسسور,ى
پىروگرامما: پىروگرامما
پىروگراممىلىرىنى: پروگىرامما,لار,ى,نى
پىروگراممىدىكى: پروگىرامما,دىكى
پىروگراممىسى: پروگىرامما,سى
پىروگراممىسىدا: پروگىرامما,سى,دا
پىروگراممىسىنى: پروگىرامما,سى,نى
پىروگراممىسىنىمۇ: پروگىرامما,سى,نى,مۇ
پىروگراممىسىنىڭ: پروگىرامما,سى,نىڭ
پىروگراممىلارنى: پروگىرامما,لار,نى
پىروگىراممىسىدا: پروگىرامما,سى,دا
پىرىستان: پىرىستان
پىرىكازچىك: پىرىكازچىك
پىرىنسىپ: پىرىنسىپ
پىرىنسىپال: پىرىنسىپال
پىرىنسىپقا: پىرىنسىپ,قا
پىرىنسىپلىق: پىرىنسىپلىق
پىرىنسىپنى: پىرىنسىپ,نى
پىرىنسىپى: پىرىنسىپ,ى
پىرىنسىپىدا: پىرىنسىپ,ى,دا
پىرىنسىپىغا: پىرىنسىپ,ى,غا
پىرىنسىپىنى: پىرىنسىپ,ى,نى
پىرىيوم: پىرىيوم
پىرېۋوت: پىرېۋوت
پىرەنىڭ: پىرە,نىڭ
پىسخىكىلىق: پىسخىكىلىق
پىسەنت: پىسەنت
پىشسا: پىشسا
پىششىقلاپ: پىششىقلا,پ
پىششىق: پىششىق
پىششىقلاش: پىششىقلا,ش
پىششىقلاشتىن: پىششىقلا,ش,تىن
پىششىقلانغان: پىششىقلان,غان
پىششىقلايمىز: پىششىقلا,ي,مىز
پىششىقلاپ: پىششىقلا,پ
پىششىقلىما: پىششىقلىما
پىشقان: پىشقان
پىشقەدەملەر: پىشقەدەم,لەر
پىشىقلانغان: پىشىقلانغان
پىشىپ: پىش,ىپ
پىشۇرۇق: پىشۇرۇق
پىكاپ: پىكاپ
پىكاپتىن: پىكاپ,تىن
پىكاپلار: پىكاپ,لار
پىكرى: پىكر,ى
پىكرىدە: پىكر,ى,دە
پىكرىنى: پىكر,ى,نى
پىكرىنىڭ: پىكر,ى,نىڭ
پىكرىگە: پىكر,ى,گە
پىكىر: پىكىر
پىكىردە: پىكىر,دە
پىكىرلىرى: پىكىر,لار,ى
پىكىرلىرىنى: پىكىر,لار,ى,نى
پىكىرلىرىنىڭ: پىكىر,لار,ى,نىڭ
پىكىرلىشىدۇ: پىكىرلەش,ىدۇ
پىكىرلىشىش: پىكىرلەش,ىش
پىكىرلىشىپ: پىكىرلەش,ىپ
پىكىرلەر: پىكىر,لەر
پىكىرلەرنى: پىكىر,لەر,نى
پىكىرلەرنىڭ: پىكىر,لەر,نىڭ
پىكىرلەرگە: پىكىر,لەر,گە
پىكىرلەشتى: پىكىرلەش,تى
پىكىرنى: پىكىر,نى
پىكىرنىڭ: پىكىر,نىڭ
پىكىرىنى: پىكىر,ى,نى
پىكىرگە: پىكىر,گە
پىل: پىل
پىلازمىسى: پىلازما,سى
پىلال: پىلال
پىلان: پىلان
پىلاندا: پىلان,دا
پىلاندىكى: پىلان,دىكى
پىلانغا: پىلان,غا
پىلانلارنى: پىلان,لار,نى
پىلانلاش: پىلانلا,ش
پىلانلاشتا: پىلانلا,ش,تا
پىلانلاشتىكى: پىلانلا,ش,تىكى
پىلانلاشنى: پىلانلا,ش,نى
پىلانلانغان: پىلانلان,غان
پىلانلاپ: پىلانلا,پ
پىلانلاپتۇ: پىلانلا,پ,تۇ
پىلانلاۋاتقان: پىلانلاۋات,قان
پىلانلاۋېتىپتۇ: پىلانلاۋات,ىپ,تۇ
پىلانلىدى: پىلانلا,دى
پىلانلىدۇق: پىلانلا,دۇق
پىلانلىرىنى: پىلان,لار,ى,نى
پىلانلىشى: پىلانلا,ش,ى
پىلانلىشىمىز: پىلانلا,ش,ىمىز
پىلانلىغان: پىلانلا,غان
پىلانلىغانىدىم: پىلانلا,غان,ىدىم
پىلانلىغۇچى: پىلانلىغۇچى
پىلانلىغۇچىسى: پىلانلىغۇچى,سى
پىلانلىق: پىلانلىق
پىلانلىنىپ: پىلانلان,ىپ
پىلانلاۋاتقان: پىلانلاۋات,قان
پىلاننى: پىلان,نى
پىلاننىڭ: پىلان,نىڭ
پىلانى: پىلان,ى
پىلانىدىكى: پىلان,ى,دىكى
پىلانىدىن: پىلان,ى,دىن
پىلانىغا: پىلان,ى,غا
پىلانىنى: پىلان,ى,نى
پىلانىنىڭ: پىلان,ى,نىڭ
پىلتىسى: پىلتە,سى
پىللارنى: پىل,لار,نى
پىللاي: پىللاي
پىلچاقمۇ: پىلچاق,مۇ
پىلۇتونىي: پىلۇتونىي
پىنسىيە: پىنسىيە
